car,fabricante,motor,combustivel,automatico,ano_fabrica,ano_modelo,km,anunciante,cidade,estado,regiao,preco,latitude,longitude,categoria
PEUGEOT 5008,PEUGEOT,1.6,GASOLINA,1,2019,2019,33754,Loja,São Paulo,SP,Sudeste,159790,-23.5329,-46.6395,SUV
HYUNDAI IX35,HYUNDAI,2,FLEX,1,2020,2021,7800,Loja,Osasco,SP,Sudeste,125900,-23.5324,-46.7916,SUV
JEEP COMPASS,JEEP,2,FLEX,1,2019,2020,28000,Loja,Blumenau,SC,Sul,132900,-26.9155,-49.0709,SUV
JEEP COMPASS,JEEP,2,FLEX,1,2019,2020,16000,Loja,Itajaí,SC,Sul,155000,-26.9101,-48.6705,SUV
JEEP COMPASS,JEEP,2,DIESEL,1,2019,2019,11000,Loja,Belo Horizonte,MG,Sudeste,175900,-19.9102,-43.9266,SUV
VOLKSWAGEN TIGUAN,VOLKSWAGEN,1.4,FLEX,1,2020,2020,30300,Loja,Bom Jesus dos Perdões,SP,Sudeste,167900,-23.1356,-46.4675,SUV
JEEP COMPASS,JEEP,2,FLEX,1,2019,2020,52490,Loja,Joinville,SC,Sul,136900,-26.3045,-48.8487,SUV
AUDI Q3,AUDI,1.4,FLEX,1,2018,2018,89000,Loja,São Caetano do Sul,SP,Sudeste,138900,-23.6229,-46.5548,SUV
VOLKSWAGEN TIGUAN,VOLKSWAGEN,1.4,FLEX,1,2019,2020,29000,Loja,São Paulo,SP,Sudeste,169990,-23.5329,-46.6395,SUV
PEUGEOT 5008,PEUGEOT,1.6,GASOLINA,1,2018,2019,28275,Loja,Balneário Camboriú,SC,Sul,154900,-26.9926,-48.6352,SUV
JEEP COMPASS,JEEP,1.3,FLEX,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,165000,-23.5329,-46.6395,SUV
KIA SPORTAGE,KIA,2,FLEX,1,2019,2020,20000,Loja,Florianópolis,SC,Sul,175900,-27.5945,-48.5477,SUV
KIA SPORTAGE,KIA,2,FLEX,1,2018,2019,31200,Loja,Bento Gonçalves,RS,Sul,152990,-29.1662,-51.5165,SUV
CHEVROLET EQUINOX,CHEVROLET,2,GASOLINA,1,2019,2020,23000,Loja,Jundiaí,SP,Sudeste,183900,-23.1852,-46.8974,SUV
VOLKSWAGEN TIGUAN,VOLKSWAGEN,2,GASOLINA,1,2019,2019,27000,Loja,Goiânia,GO,Centro-Oeste,199000,-16.6864,-49.2643,SUV
SUZUKI JIMNY,SUZUKI,1.3,GASOLINA,0,2019,2020,6000,Concessionária,Manaus,AM,Norte,129950,-3.11866,-60.0212,SUV
FORD TERRITORY,FORD,1.5,GASOLINA,1,2020,2021,5600,Loja,Joinville,SC,Sul,166800,-26.3045,-48.8487,SUV
HYUNDAI TUCSON,HYUNDAI,1.6,GASOLINA,1,2017,2018,37752,Loja,João Monlevade,MG,Sudeste,119000,-19.8126,-43.1735,SUV
JEEP COMPASS,JEEP,2,FLEX,1,2019,2020,21000,Concessionária,Blumenau,SC,Sul,153900,-26.9155,-49.0709,SUV
TOYOTA HILUX SW4,TOYOTA,2.8,DIESEL,1,2018,2019,36780,Loja,Pará de Minas,MG,Sudeste,294900,-19.8534,-44.6114,Camionete
VOLKSWAGEN TIGUAN,VOLKSWAGEN,2,GASOLINA,1,2021,2021,0,Loja,Goiânia,GO,Centro-Oeste,259000,-16.6864,-49.2643,SUV
TOYOTA HILUX SW4,TOYOTA,2.7,FLEX,1,2019,2019,20000,Loja,São João de Meriti,RJ,Sudeste,259900,-22.8058,-43.3729,Camionete
JEEP COMPASS,JEEP,2,FLEX,1,2019,2020,19000,Loja,Farroupilha,RS,Sul,151900,-29.2227,-51.3419,SUV
JEEP COMPASS,JEEP,2,FLEX,1,2019,2020,9783,Loja,Canoas,RS,Sul,149000,-29.9128,-51.1857,SUV
TOYOTA HILUX SW4,TOYOTA,2.8,DIESEL,1,2018,2019,35800,Loja,Blumenau,SC,Sul,312900,-26.9155,-49.0709,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,0,2019,2019,39000,Loja,Belém,PA,Norte,173590,-1.4554,-48.4898,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,0,2018,2019,46867,Loja,Vitória da Conquista,BA,Nordeste,174490,-14.8615,-40.8442,Camionete
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2020,55467,Loja,Teresina,PI,Nordeste,63990,-5.09194,-42.8034,Carro
DODGE RAM,DODGE,6.7,DIESEL,1,2019,2019,27000,Loja,Americana,SP,Sudeste,405900,-22.7374,-47.3331,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2019,2020,64017,Loja,São Bernardo do Campo,SP,Sudeste,219990,-23.6914,-46.5646,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Ponta Grossa,PR,Sul,469900,-25.0916,-50.1668,Camionete
FIAT TORO,FIAT,1.8,FLEX,1,2019,2019,40900,Loja,Feira de Santana,BA,Nordeste,94990,-12.2664,-38.9663,Camionete
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2020,37800,Loja,Feira de Santana,BA,Nordeste,61990,-12.2664,-38.9663,Carro
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,49000,Loja,Americana,SP,Sudeste,289900,-22.7374,-47.3331,Camionete
MITSUBISHI L200 TRITON,MITSUBISHI,2.4,DIESEL,1,2017,2017,999999,Loja,Casca,RS,Sul,163900,-28.5605,-51.9815,Camionete
CHEVROLET S10,CHEVROLET,2.8,DIESEL,1,2019,2020,61000,Loja,Lucélia,SP,Sudeste,210000,-21.7182,-51.0215,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Espírito Santo do Pinhal,SP,Sudeste,450000,-22.1909,-46.7477,Camionete
DODGE RAM,DODGE,6.7,DIESEL,1,2020,2020,2000,Loja,Vinhedo,SP,Sudeste,458800,-23.0302,-46.9833,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,1,2021,2021,0,Loja,Teresina,PI,Nordeste,320000,-5.09194,-42.8034,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,0,Concessionária,Atibaia,SP,Sudeste,284760,-23.1171,-46.5563,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,0,Concessionária,Atibaia,SP,Sudeste,295870,-23.1171,-46.5563,Camionete
NISSAN FRONTIER,NISSAN,2.3,DIESEL,1,2021,2021,0,Loja,São Paulo,SP,Sudeste,196990,-23.5329,-46.6395,Camionete
FIAT TORO,FIAT,1.8,FLEX,1,2019,2020,41001,Loja,Curitiba,PR,Sul,97999,-25.4195,-49.2646,Camionete
RENAULT DUSTER OROCH,RENAULT,2,FLEX,1,2019,2020,43000,Loja,Siqueira Campos,PR,Sul,85900,-23.6875,-49.8304,SUV
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2019,44000,Loja,Siqueira Campos,PR,Sul,57900,-23.6875,-49.8304,Carro
CHEVROLET S10,CHEVROLET,2.8,DIESEL,1,2021,2022,0,Concessionária,Uberlândia,MG,Sudeste,248760,-18.9141,-48.2749,Camionete
FORD RANGER,FORD,2.2,DIESEL,1,2021,2022,100,Concessionária,Curitiba,PR,Sul,183900,-25.4195,-49.2646,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Goiânia,GO,Centro-Oeste,475000,-16.6864,-49.2643,Camionete
CHEVROLET S10,CHEVROLET,2.8,DIESEL,0,2021,2022,0,Loja,Birigui,SP,Sudeste,206500,-21.291,-50.3432,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2019,2020,6020,Loja,Brasília,DF,Centro-Oeste,169900,-15.7795,-47.9297,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,192990,-23.5329,-46.6395,Camionete
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2020,38000,Loja,Atibaia,SP,Sudeste,63900,-23.1171,-46.5563,Carro
FIAT TORO,FIAT,2,DIESEL,1,2021,2021,100,Loja,São Caetano do Sul,SP,Sudeste,217000,-23.6229,-46.5548,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2019,46000,Loja,Bebedouro,SP,Sudeste,220000,-20.9491,-48.4791,Camionete
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2020,56657,Loja,Brasília,DF,Centro-Oeste,58900,-15.7795,-47.9297,Carro
FIAT TORO,FIAT,1.3,FLEX,1,2021,2022,0,Loja,Campinas,SP,Sudeste,123900,-22.9053,-47.0659,Camionete
CHEVROLET S10,CHEVROLET,2.5,FLEX,1,2018,2019,34000,Loja,Piracicaba,SP,Sudeste,149000,-22.7338,-47.6476,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2019,2020,26000,Loja,Tubarão,SC,Sul,157000,-28.4713,-49.0144,Camionete
FORD RANGER,FORD,2.2,DIESEL,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,209990,-23.5329,-46.6395,Camionete
FORD RANGER,FORD,2.2,DIESEL,1,2021,2022,278,Concessionária,São Roque,SP,Sudeste,209900,-23.5226,-47.1357,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2019,2020,36000,Loja,Gaspar,SC,Sul,144900,-26.9336,-48.9534,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2019,2020,43095,Concessionária,São Bento do Sul,SC,Sul,159990,-26.2495,-49.3831,Camionete
MITSUBISHI L200 TRITON,MITSUBISHI,2.4,DIESEL,1,2019,2020,22000,Loja,São Paulo,SP,Sudeste,215890,-23.5329,-46.6395,Camionete
RENAULT DUSTER OROCH,RENAULT,1.6,FLEX,0,2021,2022,0,Loja,Americana,SP,Sudeste,90900,-22.7374,-47.3331,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,100,Loja,São Caetano do Sul,SP,Sudeste,296000,-23.6229,-46.5548,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2018,2019,58700,Loja,Salto,SP,Sudeste,135900,-23.1996,-47.2931,Camionete
FIAT TORO,FIAT,1.8,FLEX,1,2019,2020,27000,Loja,Pilar do Sul,SP,Sudeste,98900,-23.8077,-47.7222,Camionete
VOLKSWAGEN SAVEIRO,VOLKSWAGEN,1.6,FLEX,0,2020,2020,42101,Loja,São José do Rio Preto,SP,Sudeste,62900,-20.8113,-49.3758,Carro
TOYOTA HILUX,TOYOTA,2.7,FLEX,1,2020,2020,49000,Loja,Paranavaí,PR,Sul,189990,-23.0816,-52.4617,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,122000,Concessionária,Bauru,SP,Sudeste,219800,-22.3246,-49.0871,Camionete
FORD RANGER,FORD,2.2,DIESEL,1,2022,2022,0,Loja,Santa Cruz do Sul,RS,Sul,209900,-29.722,-52.4343,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2020,52800,Concessionária,Blumenau,SC,Sul,251900,-26.9155,-49.0709,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2018,2019,41115,Loja,Manaus,AM,Norte,137900,-3.11866,-60.0212,Camionete
NISSAN FRONTIER,NISSAN,2.3,DIESEL,1,2021,2021,23988,Loja,Americana,SP,Sudeste,195000,-22.7374,-47.3331,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,63000,Loja,Ponta Grossa,PR,Sul,239900,-25.0916,-50.1668,Camionete
TOYOTA HILUX SW4,TOYOTA,2.8,DIESEL,1,2021,2021,0,Loja,Francisco Beltrão,PR,Sul,379900,-26.0817,-53.0535,Camionete
FIAT TORO,FIAT,2.4,FLEX,1,2016,2017,73000,Loja,São Simão,SP,Sudeste,89900,-21.4732,-47.5518,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2019,2019,30000,Loja,Suzano,SP,Sudeste,139900,-23.5448,-46.3112,Camionete
CHEVROLET S10,CHEVROLET,2.8,DIESEL,0,2018,2019,61830,Loja,Brasília,DF,Centro-Oeste,149990,-15.7795,-47.9297,Camionete
CHEVROLET S10,CHEVROLET,2.8,DIESEL,1,2020,2021,15000,Loja,Goiânia,GO,Centro-Oeste,224800,-16.6864,-49.2643,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,1,2021,2021,0,Loja,São Paulo,SP,Sudeste,394000,-23.5329,-46.6395,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,1,2021,2021,0,Loja,Goiânia,GO,Centro-Oeste,269800,-16.6864,-49.2643,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2018,2019,70339,Concessionária,Toledo,PR,Sul,189900,-22.7421,-46.3728,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2020,2021,24683,Concessionária,Toledo,PR,Sul,229900,-22.7421,-46.3728,Camionete
CHEVROLET S10,CHEVROLET,2.8,DIESEL,1,2019,2020,24900,Loja,Castelo,ES,Sudeste,210000,-20.6033,-41.2031,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2020,2021,18981,Loja,Divinópolis,MG,Sudeste,159900,-20.1446,-44.8912,Camionete
DODGE RAM,DODGE,6.7,DIESEL,1,2020,2020,0,Loja,São Paulo,SP,Sudeste,559990,-23.5329,-46.6395,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,2,DIESEL,1,2017,2018,85422,Loja,São Gotardo,MG,Sudeste,204900,-19.3087,-46.0465,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,1,2018,2019,69000,Loja,Guaratinguetá,SP,Sudeste,225900,-22.8075,-45.1938,Camionete
CHEVROLET MONTANA,CHEVROLET,1.4,FLEX,0,2016,2017,122400,Loja,Suzano,SP,Sudeste,45900,-23.5448,-46.3112,Carro
VOLKSWAGEN SAVEIRO,VOLKSWAGEN,1.6,FLEX,0,2017,2018,70000,Concessionária,Campinas,SP,Sudeste,79900,-22.9053,-47.0659,Carro
NISSAN FRONTIER,NISSAN,2.3,DIESEL,1,2019,2020,30000,Loja,Americana,SP,Sudeste,185000,-22.7374,-47.3331,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,190990,-23.5329,-46.6395,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2021,2022,0,Concessionária,Londrina,PR,Sul,169990,-23.304,-51.1691,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2021,2022,0,Concessionária,Londrina,PR,Sul,143990,-23.304,-51.1691,Camionete
NISSAN FRONTIER,NISSAN,2.3,DIESEL,1,2021,2021,0,Concessionária,Londrina,PR,Sul,208990,-23.304,-51.1691,Camionete
FIAT TORO,FIAT,1.3,FLEX,1,2021,2022,0,Loja,Limeira,SP,Sudeste,162900,-22.566,-47.397,Camionete
CHEVROLET S10,CHEVROLET,2.5,FLEX,1,2019,2020,20000,Loja,Uberaba,MG,Sudeste,179990,-19.7472,-47.9381,Camionete
FORD RANGER,FORD,2.2,DIESEL,1,2019,2020,5500,Loja,Ponta Grossa,PR,Sul,188900,-25.0916,-50.1668,Camionete
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2020,40000,Loja,Osasco,SP,Sudeste,62900,-23.5324,-46.7916,Carro
FIAT TORO,FIAT,1.8,FLEX,1,2019,2019,78000,Loja,Londrina,PR,Sul,99900,-23.304,-51.1691,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2020,2021,11500,Loja,Pará de Minas,MG,Sudeste,248900,-19.8534,-44.6114,Camionete
TOYOTA HILUX,TOYOTA,2.8,DIESEL,1,2021,2021,0,Loja,Santa Bárbara D'Oeste,SP,Sudeste,329900,-22.7553,-47.4143,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Siqueira Campos,PR,Sul,455000,-23.6875,-49.8304,Camionete
NISSAN FRONTIER,NISSAN,2.3,DIESEL,1,2020,2021,21000,Concessionária,Blumenau,SC,Sul,202900,-26.9155,-49.0709,Camionete
MITSUBISHI L200 TRITON,MITSUBISHI,2.4,DIESEL,0,2019,2020,19985,Loja,Santo André,SP,Sudeste,179990,-23.6737,-46.5432,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,42400,Loja,Caçador,SC,Sul,235900,-26.7757,-51.012,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Goiânia,GO,Centro-Oeste,469000,-16.6864,-49.2643,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2018,2019,45970,Concessionária,Votuporanga,SP,Sudeste,209990,-20.4237,-49.9781,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2020,2021,11819,Loja,São Paulo,SP,Sudeste,169800,-23.5329,-46.6395,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2018,2019,62900,Loja,Gaspar,SC,Sul,209900,-26.9336,-48.9534,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2021,2021,0,Loja,Andradas,MG,Sudeste,177000,-22.0695,-46.5724,Camionete
TOYOTA COROLLA CROSS,TOYOTA,1.8,HIBRIDO,1,2021,2022,4900,Loja,Boituva,SP,Sudeste,209900,-23.2855,-47.6786,SUV
FIAT STRADA,FIAT,1.8,FLEX,0,2019,2019,39000,Loja,Criciúma,SC,Sul,79900,-28.6723,-49.3729,Carro
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2020,47155,Loja,Brasília,DF,Centro-Oeste,256000,-15.7795,-47.9297,Camionete
CHEVROLET S10,CHEVROLET,2.5,FLEX,1,2018,2019,112000,Concessionária,São Miguel do Oeste,SC,Sul,155000,-26.7242,-53.5163,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Leme,SP,Sudeste,468890,-22.1809,-47.3841,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Concessionária,Vitória,ES,Sudeste,489000,-20.3155,-40.3128,Camionete
TOYOTA HILUX SW4,TOYOTA,2.8,DIESEL,1,2021,2021,0,Loja,Goiânia,GO,Centro-Oeste,420000,-16.6864,-49.2643,Camionete
FIAT TORO,FIAT,1.8,FLEX,1,2020,2021,7987,Concessionária,Itajaí,SC,Sul,129900,-26.9101,-48.6705,Camionete
FORD RANGER,FORD,2.2,DIESEL,1,2019,2020,42000,Loja,São João da Boa Vista,SP,Sudeste,184999,-21.9707,-46.7944,Camionete
TOYOTA HILUX,TOYOTA,2.7,FLEX,1,2020,2020,30000,Loja,Santo André,SP,Sudeste,179990,-23.6737,-46.5432,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2020,2021,13900,Loja,Sorocaba,SP,Sudeste,217900,-23.4969,-47.4451,Camionete
FIAT TORO,FIAT,2,DIESEL,1,2019,2019,84000,Loja,Piracicaba,SP,Sudeste,139900,-22.7338,-47.6476,Camionete
MITSUBISHI L200 TRITON,MITSUBISHI,2.4,DIESEL,1,2021,2022,100,Loja,São João de Meriti,RJ,Sudeste,389900,-22.8058,-43.3729,Camionete
VOLKSWAGEN SAVEIRO,VOLKSWAGEN,1.6,FLEX,0,2019,2020,9000,Loja,Manaus,AM,Norte,89990,-3.11866,-60.0212,Carro
VOLKSWAGEN SAVEIRO,VOLKSWAGEN,1.6,FLEX,0,2019,2020,40500,Concessionária,Divinópolis,MG,Sudeste,69000,-20.1446,-44.8912,Carro
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Patos de Minas,MG,Sudeste,495000,-18.5699,-46.5013,Camionete
MITSUBISHI L200 TRITON,MITSUBISHI,2.4,DIESEL,0,2018,2019,92000,Loja,Itumbiara,GO,Centro-Oeste,132000,-18.4093,-49.2158,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2020,2021,10000,Loja,Serra,ES,Sudeste,249900,-20.121,-40.3074,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2019,58000,Loja,Macaé,RJ,Sudeste,235000,-22.3768,-41.7848,Camionete
MITSUBISHI L200 TRITON,MITSUBISHI,2.4,DIESEL,0,2021,2022,0,Concessionária,São Bento do Sul,SC,Sul,193990,-26.2495,-49.3831,Camionete
RAM 2500,DODGE,6.7,DIESEL,1,2021,2021,0,Loja,Catanduva,SP,Sudeste,550000,-21.1314,-48.977,Camionete
FIAT STRADA,FIAT,1.4,FLEX,0,2019,2020,37000,Loja,Jundiaí,SP,Sudeste,71900,-23.1852,-46.8974,Carro
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,40403,Loja,Monte Sião,MG,Sudeste,240000,-22.4335,-46.573,Camionete
TOYOTA COROLLA CROSS,TOYOTA,1.8,HIBRIDO,1,2021,2022,0,Loja,Boituva,SP,Sudeste,197720,-23.2855,-47.6786,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,70000,Loja,Americana,SP,Sudeste,235000,-22.7374,-47.3331,Camionete
BMW X7,BMW,4.4,GASOLINA,1,2020,2021,11800,Loja,Blumenau,SC,Sul,968900,-26.9155,-49.0709,SUV
LAND ROVER RANGE ROVER SPORT,LAND ROVER,3,DIESEL,1,2019,2019,50000,Loja,Criciúma,SC,Sul,525000,-28.6723,-49.3729,SUV
TOYOTA HILUX SW4,TOYOTA,2.7,FLEX,1,2014,2014,138077,Loja,Bauru,SP,Sudeste,104900,-22.3246,-49.0871,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2021,2021,19800,Concessionária,Blumenau,SC,Sul,258900,-26.9155,-49.0709,Camionete
TOYOTA HILUX SW4,TOYOTA,2.7,FLEX,1,2013,2013,128000,Loja,Campinas,SP,Sudeste,104990,-22.9053,-47.0659,Camionete
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2018,2018,51000,Loja,Brasília,DF,Centro-Oeste,389900,-15.7795,-47.9297,SUV
AUDI A5,AUDI,2,GASOLINA,1,2021,2021,1090,Loja,Blumenau,SC,Sul,320900,-26.9155,-49.0709,Carro
AUDI A4,AUDI,2,GASOLINA,1,2020,2021,11000,Concessionária,São Paulo,SP,Sudeste,259900,-23.5329,-46.6395,Carro
FORD RANGER,FORD,2.2,DIESEL,1,2019,2020,41000,Loja,Santa Cruz do Sul,RS,Sul,166900,-29.722,-52.4343,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2019,29900,Loja,São Paulo,SP,Sudeste,243000,-23.5329,-46.6395,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,2,DIESEL,1,2017,2017,110000,Loja,Piracicaba,SP,Sudeste,163900,-22.7338,-47.6476,Camionete
VOLVO XC90,VOLVO,2,HIBRIDO,1,2020,2020,13000,Loja,Porto Alegre,RS,Sul,479900,-30.0318,-51.2065,SUV
AUDI Q8,AUDI,3,GASOLINA,1,2020,2021,23000,Loja,São Caetano do Sul,SP,Sudeste,650000,-23.6229,-46.5548,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2019,82000,Loja,Indaiatuba,SP,Sudeste,228900,-23.0816,-47.2101,Camionete
AUDI A5,AUDI,2,GASOLINA,1,2018,2019,12500,Loja,Catanduva,SP,Sudeste,219500,-21.1314,-48.977,Carro
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2019,2020,15017,Loja,São Paulo,SP,Sudeste,594000,-23.5329,-46.6395,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2018,2019,69496,Loja,Rio Grande,RS,Sul,235900,-32.0349,-52.1071,Camionete
LAND ROVER RANGE ROVER SPORT,LAND ROVER,5,GASOLINA,1,2021,2022,161,Loja,Brasília,DF,Centro-Oeste,1350000,-15.7795,-47.9297,SUV
FORD RANGER,FORD,3.2,DIESEL,1,2020,2021,13000,Concessionária,Curitiba,PR,Sul,232990,-25.4195,-49.2646,Camionete
AUDI Q5,AUDI,2,GASOLINA,1,2021,2021,0,Loja,Blumenau,SC,Sul,439900,-26.9155,-49.0709,SUV
TOYOTA HILUX,TOYOTA,2.8,DIESEL,0,2018,2019,54703,Concessionária,Joinville,SC,Sul,174490,-26.3045,-48.8487,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,2,DIESEL,1,2018,2018,74500,Loja,São Paulo,SP,Sudeste,174900,-23.5329,-46.6395,Camionete
BMW X5,BMW,3,DIESEL,1,2019,2019,19000,Loja,Itajaí,SC,Sul,575900,-26.9101,-48.6705,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,1000,Loja,Rio de Janeiro,RJ,Sudeste,269900,-22.9129,-43.2003,Camionete
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2018,2019,22688,Loja,Brasília,DF,Centro-Oeste,439700,-15.7795,-47.9297,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2019,2020,19000,Loja,Recife,PE,Nordeste,269990,-8.04666,-34.8771,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,0,Concessionária,Divinópolis,MG,Sudeste,298900,-20.1446,-44.8912,Camionete
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,0,Concessionária,Divinópolis,MG,Sudeste,287900,-20.1446,-44.8912,Camionete
DODGE JOURNEY,DODGE,3.6,GASOLINA,1,2017,2018,31500,Pessoa Física,São Caetano do Sul,SP,Sudeste,120000,-23.6229,-46.5548,SUV
LAND ROVER RANGE ROVER VOGUE,LAND ROVER,3,DIESEL,1,2018,2019,20003,Pessoa Física,Porto Alegre,RS,Sul,619900,-30.0318,-51.2065,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2018,2019,8000,Pessoa Física,Belo Horizonte,MG,Sudeste,254900,-19.9102,-43.9266,SUV
AUDI A4,AUDI,2,GASOLINA,1,2019,2019,23500,Pessoa Física,Belo Horizonte,MG,Sudeste,175000,-19.9102,-43.9266,Carro
BMW X5,BMW,3,DIESEL,1,2017,2018,26000,Pessoa Física,Campo Grande,MS,Centro-Oeste,338900,-9.95542,-36.7926,SUV
MERCEDES-BENZ GLE 400d,MERCEDES-BENZ,3,DIESEL,1,2021,2021,2055,Pessoa Física,Rio de Janeiro,RJ,Sudeste,685000,-22.9129,-43.2003,SUV
AUDI A4,AUDI,2,GASOLINA,1,2017,2018,34000,Pessoa Física,Mogi das Cruzes,SP,Sudeste,140000,-23.5208,-46.1854,Carro
VOLVO XC90,VOLVO,2,DIESEL,1,2016,2017,73000,Pessoa Física,Joinville,SC,Sul,310000,-26.3045,-48.8487,SUV
DODGE JOURNEY,DODGE,3.6,GASOLINA,1,2017,2017,62500,Pessoa Física,Rio de Janeiro,RJ,Sudeste,87990,-22.9129,-43.2003,SUV
BMW X5,BMW,3,DIESEL,1,2017,2018,43400,Pessoa Física,Salvador,BA,Nordeste,299000,-12.9718,-38.5011,SUV
BMW X5,BMW,4.4,GASOLINA,1,2017,2018,34000,Pessoa Física,Ivaiporã,PR,Sul,430000,-24.2485,-51.6754,SUV
VOLVO XC90,VOLVO,2,DIESEL,1,2016,2017,63000,Pessoa Física,Cuiabá,MT,Centro-Oeste,285000,-15.601,-56.0974,SUV
AUDI Q7,AUDI,3,GASOLINA,1,2021,2021,1900,Pessoa Física,Manaus,AM,Norte,489900,-3.11866,-60.0212,SUV
AUDI A5,AUDI,2,GASOLINA,1,2018,2019,46000,Pessoa Física,Salvador,BA,Nordeste,192000,-12.9718,-38.5011,Carro
AUDI A5,AUDI,2,GASOLINA,1,2019,2019,14000,Pessoa Física,Bauru,SP,Sudeste,254900,-22.3246,-49.0871,Carro
